default,category,optimal,n_train
0.6931471805598516,0.6675662987860198,0.6651261063834348,0
1.1680522715997281,0.6676402664705255,0.6651261063834348,1000
0.7757091322302262,0.6674417964141569,0.6651261063834348,2000
0.6894124588972572,0.6672875131888366,0.6651261063834348,3000
0.676115190621381,0.6671690649689198,0.6651261063834348,4000
0.6743926873703184,0.6672231456236906,0.6651261063834348,5000
0.6731317646058916,0.6671087086166155,0.6651261063834348,6000
0.6720214597833601,0.6671914442950526,0.6651261063834348,7000
0.6714874595114658,0.6670516905424054,0.6651261063834348,8000
0.6703146811480685,0.6669623955448558,0.6651261063834348,9000
0.669785497542527,0.6669682588460454,0.6651261063834348,10000
0.6692722627131579,0.6669679169379507,0.6651261063834348,11000
0.6692216250456992,0.6670315796613798,0.6651261063834348,12000
0.6688496923713743,0.6669295463225471,0.6651261063834348,13000
0.6683451377342985,0.666854539966015,0.6651261063834348,14000
0.6681410103158123,0.666808867901888,0.6651261063834348,15000
0.6677742256598588,0.66677485423885,0.6651261063834348,16000
0.6677927647279286,0.6667772717978262,0.6651261063834348,17000
0.6677420420501997,0.6667845921065915,0.6651261063834348,18000
0.6676780423081614,0.6667575231908632,0.6651261063834348,19000
0.6675055809291895,0.6666875832304686,0.6651261063834348,20000
0.6674118260225018,0.6666796666120826,0.6651261063834348,21000
0.6674151727565492,0.6667574554662766,0.6651261063834348,22000
0.6674400834428784,0.6668168566355258,0.6651261063834348,23000
0.6675004434303767,0.6669369523645862,0.6651261063834348,24000
0.6673253111906435,0.6668238195039937,0.6651261063834348,25000
0.6672358706142716,0.6667287023828062,0.6651261063834348,26000
0.6673115188173732,0.6666544944154096,0.6651261063834348,27000
0.6673110052520854,0.6666043165811786,0.6651261063834348,28000
0.6672598296601355,0.6665832797967125,0.6651261063834348,29000
0.6672852313643753,0.6665859577269462,0.6651261063834348,30000
0.6672616016770782,0.6665770613955699,0.6651261063834348,31000
0.6672413243258954,0.666593966348695,0.6651261063834348,32000
0.6672402810378962,0.6666535435080235,0.6651261063834348,33000
0.6672255939648176,0.6666374554490283,0.6651261063834348,34000
0.6672476675598502,0.666762248482944,0.6651261063834348,35000
0.6672031387779686,0.6668165749815606,0.6651261063834348,36000
0.6671400797080905,0.6667672999823886,0.6651261063834348,37000
0.667111662192315,0.6666688960411651,0.6651261063834348,38000
0.6670337321946006,0.6665407070295554,0.6651261063834348,39000
0.667008955083935,0.66653551856941,0.6651261063834348,40000
0.6670292735449871,0.6665359007928656,0.6651261063834348,41000
0.6670197976114355,0.666547218446632,0.6651261063834348,42000
0.6670050645799399,0.6665443760800076,0.6651261063834348,43000
0.6669366563236353,0.6665366579483243,0.6651261063834348,44000
0.6668850050993829,0.6664518020494969,0.6651261063834348,45000
0.6668299779405121,0.6664576247732609,0.6651261063834348,46000
0.6667927491719986,0.6664499127502193,0.6651261063834348,47000
0.6667781281014683,0.6664430548800844,0.6651261063834348,48000
0.6667592092033845,0.6664580842578142,0.6651261063834348,49000
