default,category,optimal,n_train
0.693147180559985,0.6662876222215471,0.6562731102866378,0
2.5729759798085587,0.6651780498778277,0.6562731102866378,283
0.9445105590056359,0.670490619328226,0.6562731102866378,566
0.9361254270791138,0.6679979394406771,0.6562731102866378,849
0.892716155717085,0.6656266596204451,0.6562731102866378,1132
0.85977950275509,0.6655461353180171,0.6562731102866378,1416
0.8571663369104926,0.6646433540302124,0.6562731102866378,1699
0.8057275335174221,0.6631227693768735,0.6562731102866378,1982
0.7969180147136016,0.6633219873020993,0.6562731102866378,2265
0.7843968129326344,0.6634343307198979,0.6562731102866378,2548
0.7800752714934124,0.6642220743653297,0.6562731102866378,2832
0.7405407226913898,0.6647591319638315,0.6562731102866378,3115
0.7378808761799024,0.6643274880605735,0.6562731102866378,3398
0.7263346835632849,0.664662842284926,0.6562731102866378,3681
0.7208506614060709,0.6664748996830488,0.6562731102866378,3964
0.712421802013598,0.6658916351602966,0.6562731102866378,4248
0.7110272410100054,0.6655278867046058,0.6562731102866378,4531
0.707144388382341,0.664803266026011,0.6562731102866378,4814
0.7063045518623062,0.6643165985135411,0.6562731102866378,5097
0.699875478551745,0.6643238781344982,0.6562731102866378,5380
0.6866085117355198,0.6646577389282209,0.6562731102866378,5664
0.686510774368579,0.6652458788346309,0.6562731102866378,5947
0.6699970954351077,0.6655569904845529,0.6562731102866378,6230
0.6698247615146065,0.6660834465621308,0.6562731102866378,6513
0.6689750851403163,0.6657540476978949,0.6562731102866378,6796
0.6680704028476174,0.6652359405805538,0.6562731102866378,7080
0.6681393665175712,0.6658646203788777,0.6562731102866378,7363
0.6672626839570844,0.665280455240432,0.6562731102866378,7646
0.6671020761628788,0.6651458001489053,0.6562731102866378,7929
0.6666161190060318,0.6649135895011794,0.6562731102866378,8212
0.6661150684225066,0.6645774777034353,0.6562731102866378,8496
0.6657294462634128,0.6641111844027814,0.6562731102866378,8779
0.6653335971911354,0.6638040191323503,0.6562731102866378,9062
0.6654172681077869,0.6637604094184618,0.6562731102866378,9345
0.6653607550981824,0.6636102523923673,0.6562731102866378,9628
0.6651131693346634,0.663313078837514,0.6562731102866378,9912
0.6647885080054748,0.663325139339635,0.6562731102866378,10195
0.6646402866015857,0.6632510087825546,0.6562731102866378,10478
0.6646006912452225,0.6634616694764744,0.6562731102866378,10761
0.6645401959087373,0.6636002541287074,0.6562731102866378,11044
0.6643826065369548,0.6636787420934914,0.6562731102866378,11328
0.6645209407125771,0.6638825520852505,0.6562731102866378,11611
0.6644723523321373,0.6638900425181142,0.6562731102866378,11894
0.6646556688387927,0.664018125880356,0.6562731102866378,12177
0.6645769660108046,0.6639371381256564,0.6562731102866378,12460
0.6645770190326583,0.6639315150289059,0.6562731102866378,12744
0.6646706074734642,0.6639555774570999,0.6562731102866378,13027
0.6644182436328963,0.663766681862014,0.6562731102866378,13310
0.6643491454484224,0.6636894836833009,0.6562731102866378,13593
0.6643723030180223,0.6636670865698046,0.6562731102866378,13876
