default,category,optimal,n_train
0.6931471805598503,0.6683723547088575,0.6657513462880804,0
1.172910682133128,0.6683677612483326,0.6657513462880804,1000
0.7828360595198443,0.6683649254598562,0.6657513462880804,2000
0.7284382159870141,0.6683618459894545,0.6657513462880804,3000
0.6932231983751465,0.6681386305624366,0.6657513462880804,4000
0.6917595110620944,0.6680914544994215,0.6657513462880804,5000
0.6731014291122295,0.6680552115680483,0.6657513462880804,6000
0.6711885384888118,0.6679063183164756,0.6657513462880804,7000
0.6695158601651064,0.6679629702700107,0.6657513462880804,8000
0.6690098831589265,0.6678800128686636,0.6657513462880804,9000
0.6688042827033681,0.6678485096368725,0.6657513462880804,10000
0.6688868622198867,0.6678201404807883,0.6657513462880804,11000
0.6684926292746014,0.6678015474980487,0.6657513462880804,12000
0.668117466300989,0.6674803626954183,0.6657513462880804,13000
0.6679910585782863,0.6677008851078436,0.6657513462880804,14000
0.6681371185167561,0.6674318523441117,0.6657513462880804,15000
0.6679282894673738,0.6673598968897834,0.6657513462880804,16000
0.6678231922778813,0.667327515665406,0.6657513462880804,17000
0.6678548427042608,0.6673504349155513,0.6657513462880804,18000
0.6676451045860105,0.6672911559265022,0.6657513462880804,19000
0.6675097073036937,0.6672486039508099,0.6657513462880804,20000
0.6675756538160992,0.6671768992263087,0.6657513462880804,21000
0.6676308009619908,0.6672230867955156,0.6657513462880804,22000
0.6675680848727498,0.6672064636982667,0.6657513462880804,23000
0.6676219042240136,0.6673126405622446,0.6657513462880804,24000
0.6676159850017455,0.6673298395120638,0.6657513462880804,25000
0.667530954926774,0.6672562737883467,0.6657513462880804,26000
0.6674445588676438,0.6671383031930253,0.6657513462880804,27000
0.6674754476497194,0.6671312116496959,0.6657513462880804,28000
0.6674723831498003,0.6670980281186858,0.6657513462880804,29000
0.6674272196669986,0.6670975321176126,0.6657513462880804,30000
0.6674370863949061,0.6670915709276459,0.6657513462880804,31000
0.6674839523058143,0.6671066509018172,0.6657513462880804,32000
0.6673785653470253,0.6670511397448458,0.6657513462880804,33000
0.6673927024115268,0.6670631679082806,0.6657513462880804,34000
0.6673956074360119,0.6670784299727995,0.6657513462880804,35000
0.667357633122144,0.6670973899390469,0.6657513462880804,36000
0.6673161361743508,0.6670759500654975,0.6657513462880804,37000
0.6672788969687682,0.6670087269351387,0.6657513462880804,38000
0.6673203537910388,0.6670180149938701,0.6657513462880804,39000
0.6672209685411956,0.6669812472692767,0.6657513462880804,40000
0.6672403225351017,0.6670071585855645,0.6657513462880804,41000
0.6672324342352988,0.6669990481639789,0.6657513462880804,42000
0.6672276539185981,0.6670030119907402,0.6657513462880804,43000
0.6672158216811999,0.6670181224208417,0.6657513462880804,44000
0.6672113653475938,0.6670264994142273,0.6657513462880804,45000
0.6672258172701395,0.6670316906866693,0.6657513462880804,46000
0.6672350447687975,0.6670340672135439,0.6657513462880804,47000
0.6671557865580039,0.6669952867010583,0.6657513462880804,48000
0.6671342575295275,0.6669710050590429,0.6657513462880804,49000
