,0,1,2
formality,-37.55792681261608,3.710525034683016,"[np.float64(-7.4745647311507), np.float64(7.374047601170496)]"
length,251.86639166372643,3.649311209955129,"[np.float64(-7.087284571183517), np.float64(7.235184899668383)]"
order,37.52770414314584,0.5510605581075242,"[np.float64(-1.0815939882985504), np.float64(1.0790604816045217)]"
sentiment,4.302705828326775,3.3354294875716555,"[np.float64(-6.531803975147887), np.float64(6.609605562628895)]"
flesch,-32.56241843928417,4.070768663000674,"[np.float64(-7.9807594310459535), np.float64(7.966591430701101)]"
repetitive,75.0357082609559,4.30762500037424,"[np.float64(-7.911688583339924), np.float64(8.78542402645111)]"
